RLV Sizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lng_LS=,143.456784,latg_LS=,42.504038,g0=,9.806650135,GM=,3.98601E+14,Re=,6378.142,Rp=,6356.757,Omega=,0.004178075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp
,299,188.7391347,413.8565808,148.3413141,41.68977077,159.6966116,38.80374494,194.6316183,-5520.741988,43.01752468,285.893212,41.08812829,177.8553694,3778.778193,7.093209981,102.5035242,3295.752887,60300,60300,6.359006939,101.4973454,3.076223188,-0.201583381,0.347138788,-0.834794686,0.37679787,18.29627465,0.002657076,2.715969107,-1.580079701,2.210154808,0.007216536,4.674915302,3432.983668,3432.983668,0,-0.215167417,8.45259E-05,-3.603583251,-1.581697821,-10.92699538,21.53272281,20.25154315,31.3022483,3295.752887,-114.6405199,1069.964468,2.097744586,240.3981252,0,5470.16076,5115.115265,103.8,2422.275391
,300,189.2005611,417.1683438,148.3799443,41.68263537,159.7881147,38.77644751,194.807667,-5511.282248,43.01640935,285.9142507,41.09480307,177.8622919,3795.987789,6.983222152,102.527202,3277.826098,60300,60300,6.176981362,101.51412,3.074382415,-0.203150788,0.347845069,-0.83441496,0.376145238,18.39633897,0.002647702,2.750033896,-1.637528167,2.210543811,0.00728127,4.692553823,3450.069824,3450.069824,0,-0.215167417,8.45259E-05,-3.607145707,-1.570314671,-10.91695748,21.40715171,20.14471926,31.0859261,3277.826098,-114.6405199,1071.093194,2.118611269,240.3981252,0,5488.506976,5133.46148,103.8,2404.348602
,301,189.6568505,420.4973468,148.4187681,41.67545311,159.8800041,38.74895695,194.9793379,-5501.695914,43.01528238,285.9351433,41.10153345,177.8694751,3813.315388,6.873654508,102.5509645,3259.899309,60300,60300,5.995110488,101.5310308,3.072572656,-0.204717479,0.348550124,-0.834032291,0.375491281,18.49750384,0.002638898,2.785065342,-1.69539579,2.210864521,0.007349503,4.710383335,3467.275993,3467.275993,0,-0.215167417,8.45259E-05,-3.610973587,-1.559173789,-10.90701564,21.28162526,20.03764665,30.87005434,3259.899309,-114.6405199,1072.204133,2.14012613,240.3981252,0,5506.953804,5151.908309,103.8,2386.421813
,302,190.1079774,423.8436953,148.4577866,41.66822361,159.9722823,38.72127144,195.1466301,-5491.980757,43.01414374,285.9558841,41.10831927,177.8769256,3830.761993,6.764505091,102.5748125,3241.97252,60300,60300,5.813395275,101.5480783,3.070793771,-0.206283448,0.34925395,-0.833646682,0.374835999,18.59978752,0.002631007,2.821051081,-1.75367857,2.211117448,0.007422205,4.728776307,3484.603164,3484.603164,0,-0.215167417,8.45259E-05,-3.615067806,-1.548276873,-10.89717056,21.15614331,19.93033032,30.65465006,3241.97252,-114.6405199,1073.297355,2.162318259,240.3981252,0,5525.502356,5170.456861,103.8,2368.495024
,303,190.5539156,427.2074962,148.4970009,41.66094649,160.0649517,38.69338911,195.3095434,-5482.134496,43.0129934,285.9764672,41.11516035,177.8846502,3848.328628,6.655771925,102.5987468,3224.045731,60300,60300,5.631836689,101.565263,3.069045624,-0.20784869,0.349956545,-0.833258134,0.374179396,18.70320865,0.002624992,2.857978245,-1.812372477,2.211303095,0.007502169,4.748515785,3502.05234,3502.05234,0,-0.215167417,8.45259E-05,-3.619429289,-1.537625639,-10.88742297,21.03070569,19.82277515,30.4397293,3224.045731,-114.6405199,1074.372929,2.185217605,240.3981252,0,5544.153759,5189.108264,103.8,2350.568235
,304,190.9946391,430.5888572,148.536412,41.65362136,160.1580149,38.66530805,195.468078,-5472.154794,43.01183136,285.9968867,41.12205653,177.8926562,3866.016334,6.547453014,102.6227681,3206.118942,60300,60300,5.450435706,101.5825853,3.067328079,-0.209413199,0.350657906,-0.832866648,0.373521473,18.80778633,0.002619476,2.89583353,-1.87147345,2.21142196,0.007585566,4.768439173,3519.624546,3519.624546,0,-0.215167417,8.45259E-05,-3.624058965,-1.527221817,-10.87777359,20.90531223,19.71498589,30.2253071,3206.118942,-114.6405199,1075.430924,2.208854996,240.3981252,0,5562.909159,5207.863664,103.8,2332.641445
,305,191.4301212,433.9878872,148.5760212,41.64624783,160.2514745,38.63702635,195.622235,-5462.03926,43.01065759,286.0171363,41.12900765,177.9009508,3883.826169,6.439546345,102.6468773,3188.192152,60300,60300,5.269193312,101.6000457,3.065641002,-0.21097697,0.351358031,-0.832472226,0.372862234,18.91354006,0.002614457,2.934603253,-1.9309774,2.211474536,0.007672393,4.788548151,3537.320823,3537.320823,0,-0.215167417,8.45259E-05,-3.62895777,-1.517067153,-10.86822317,20.77996272,19.6069672,30.01139752,3188.192152,-114.6405199,1076.471409,2.233262152,240.3981252,0,5581.769723,5226.724228,103.8,2314.714656
,306,191.8603351,437.4046961,148.6158296,41.6388255,160.3453332,38.60854203,195.7720162,-5451.785441,43.00947205,286.0372096,41.13601357,177.9095417,3901.759212,6.332049885,102.6710752,3170.265363,60300,60300,5.088110501,101.6176448,3.063984259,-0.212539997,0.352056916,-0.832074868,0.37220168,19.0204898,0.00260993,2.974273412,-1.990880212,2.211461305,0.007762647,4.808844437,3555.142233,3555.142233,0,-0.215167417,8.45259E-05,-3.634126645,-1.507163409,-10.85877245,20.65465695,19.49872359,29.79801373,3170.265363,-114.6405199,1077.494453,2.258471707,240.3981252,0,5600.736638,5245.691143,103.8,2296.787867
,307,192.2852536,440.839395,148.6558384,41.63135397,160.4395936,38.57985311,195.9174241,-5441.390827,43.00827473,286.0570997,41.14307413,177.9184366,3919.816563,6.224961583,102.6953625,3152.338574,60300,60300,4.907188278,101.635383,3.06235772,-0.214102274,0.352754561,-0.831674577,0.371539814,19.12865594,0.002605895,3.014829742,-2.051177738,2.211382746,0.00785633,4.829329785,3573.089857,3573.089857,0,-0.215167417,8.45259E-05,-3.639566541,-1.497512362,-10.84942219,20.52939468,19.39025949,29.58516804,3152.338574,-114.6405199,1078.500124,2.28451722,240.3981252,0,5619.811108,5264.765613,103.8,2278.861078
,308,192.7048493,444.2920959,148.6960486,41.62383284,160.5342586,38.55095754,196.0584621,-5430.852844,43.0070656,286.0767998,41.15018919,177.9276437,3937.999338,6.118279368,102.71974,3134.411785,60300,60300,4.726427659,101.6532608,3.060761255,-0.215663797,0.353450962,-0.831271354,0.370876638,19.23805937,0.002602348,3.056257761,-2.111865805,2.211239329,0.007953447,4.850005991,3591.164797,3591.164797,0,-0.215167417,8.45259E-05,-3.645278412,-1.488115806,-10.84017316,20.40417566,19.28157921,29.37287189,3134.411785,-114.6405199,1079.48849,2.311433198,240.3981252,0,5638.994362,5283.948867,103.8,2260.934289
,309,193.1190944,447.7629123,148.7364616,41.61626169,160.6293309,38.52185328,196.1951343,-5420.168855,43.00584464,286.0963025,41.15735863,177.9371712,3956.308677,6.012001153,102.7442086,3116.484996,60300,60300,4.545829668,101.6712788,3.059194734,-0.217224559,0.354146117,-0.8308652,0.370212154,19.34872142,0.002599288,3.098542822,-2.172940211,2.211031519,0.008054005,4.87087489,3609.368174,3609.368174,0,-0.215167417,8.45259E-05,-3.651263221,-1.478975552,-10.83102615,20.27899962,19.17268696,29.16113592,3116.484996,-114.6405199,1080.459618,2.339255114,240.3981252,0,5658.287647,5303.242152,103.8,2243.0075
,310,193.5279608,451.2519585,148.7770785,41.60864011,160.7248135,38.4925382,196.3274459,-5409.336156,43.0046118,286.1156004,41.1645823,177.9470279,3974.745739,5.906124831,102.768769,3098.558207,60300,60300,4.365395342,101.6894375,3.05765803,-0.218784556,0.354840023,-0.830456116,0.369546365,19.46066395,0.002596713,3.141670154,-2.234396726,2.210759772,0.008158015,4.89193836,3627.701132,3627.701132,0,-0.215167417,8.45259E-05,-3.657521938,-1.470093424,-10.82198192,20.15386628,19.06358682,28.94997002,3098.558207,-114.6405199,1081.413576,2.368019422,240.3981252,0,5677.692232,5322.646737,103.8,2225.08071
,311,193.93142,454.7593502,148.8179005,41.60096768,160.8207093,38.46301018,196.4554027,-5398.351976,43.00336707,286.1346857,41.1718601,177.9572226,3993.311705,5.800648278,102.793422,3080.631418,60300,60300,4.185125726,101.7077374,3.056151017,-0.220343781,0.355532678,-0.830044105,0.368879273,19.57390932,0.002594621,3.185624901,-2.296231092,2.210424537,0.00826549,4.913198318,3646.164835,3646.164835,0,-0.215167417,8.45259E-05,-3.664055539,-1.461471267,-10.8130413,20.02877532,18.95428281,28.73938333,3080.631418,-114.6405199,1082.350431,2.397763577,240.3981252,0,5697.209409,5342.163914,103.8,2207.153921
,312,194.3294435,458.2852042,148.8589288,41.59324398,160.9170214,38.43326704,196.5790119,-5387.213474,43.00211041,286.1535503,41.17919189,177.9677646,4012.007779,5.695569352,102.8181685,3062.704628,60300,60300,4.005021877,101.7261791,3.054673571,-0.221902229,0.356224079,-0.829629167,0.36821088,19.68848038,0.002593012,3.230392161,-2.358439024,2.210026258,0.008376447,4.934656727,3664.76047,3664.76047,0,-0.215167417,8.45259E-05,-3.670865008,-1.45311094,-10.80420507,19.90372643,18.8447788,28.52938426,3062.704628,-114.6405199,1083.270249,2.428526057,240.3981252,0,5716.840492,5361.794997,103.8,2189.227132
,313,194.7220019,461.8296386,148.9001647,41.58546857,161.0137527,38.40330655,196.6982814,-5375.917734,43.00084179,286.1721857,41.18657757,177.9786634,4030.835185,5.590885892,102.8430092,3044.777839,60300,60300,3.825084863,101.7447631,3.053225567,-0.223459895,0.356914225,-0.829211303,0.367541189,19.80440058,0.002591886,3.275957016,-2.421016209,2.209565368,0.008490907,4.956315592,3683.489246,3683.489246,0,-0.215167417,8.45259E-05,-3.677951336,-1.445014318,-10.79547407,19.77871926,18.73507859,28.31998056,3044.777839,-114.6405199,1084.173096,2.460346381,240.3981252,0,5736.586819,5381.541324,103.8,2171.300343
,314,195.1090661,465.3927726,148.9416094,41.57764102,161.1109066,38.37312645,196.8132204,-5364.461767,42.99956118,286.1905833,41.19401704,177.989929,4049.795172,5.48659572,102.867945,3026.85105,60300,60300,3.645315764,101.7634899,3.051806883,-0.225016773,0.357603112,-0.828790517,0.366870203,19.92169387,0.002591241,3.322304564,-2.483958305,2.209042297,0.008608893,4.978176963,3702.352396,3702.352396,0,-0.215167417,8.45259E-05,-3.685315522,-1.437183294,-10.78684912,19.65375345,18.62518587,28.11117935,3026.85105,-114.6405199,1085.059039,2.493265128,240.3981252,0,5756.449751,5401.404256,103.8,2153.373554
,315,195.490606,468.9747269,148.9832641,41.56976089,161.2084861,38.34272445,196.9238391,-5352.842507,42.99826853,286.208734,41.20151019,178.0015715,4068.889011,5.382696638,102.8929767,3008.924261,60300,60300,3.46571567,101.7823602,3.050417398,-0.226572858,0.358290738,-0.828366808,0.366197923,20.04038479,0.002591079,3.369419943,-2.547260945,2.208457463,0.008730433,5.000242937,3721.351177,3721.351177,0,-0.215167417,8.45259E-05,-3.692958572,-1.429619779,-10.77833107,19.52882861,18.51510424,27.90298708,3008.924261,-114.6405199,1085.928142,2.527323959,240.3981252,0,5776.430673,5421.385178,103.8,2135.446765
,316,195.8665918,472.5756233,149.0251302,41.56182774,161.3064945,38.3120982,197.0301491,-5341.056806,42.99696381,286.2266282,41.20905693,178.0136016,4088.118,5.279186432,102.918105,2990.997472,60300,60300,3.286285682,101.8013745,3.049056992,-0.228128143,0.358977101,-0.827940179,0.365524351,20.16049849,0.002591399,3.417288356,-2.610919733,2.207811281,0.008855557,5.022515656,3740.486867,3740.486867,0,-0.215167417,8.45259E-05,-3.700881501,-1.4223257,-10.76992075,19.40394435,18.40483719,27.69540965,2990.997472,-114.6405199,1086.780472,2.562565636,240.3981252,0,5796.530995,5441.4855,103.8,2117.519976
,317,196.2369928,476.1955849,149.0672088,41.55384111,161.4049354,38.28124531,197.132163,-5329.101434,42.99564699,286.2442563,41.21665717,178.0260302,4107.483457,5.17606287,102.9433308,2973.070683,60300,60300,3.107026915,101.8205334,3.047725546,-0.229682625,0.359662199,-0.82751063,0.364849492,20.28206068,0.002592202,3.465895095,-2.674930244,2.207104154,0.0089843,5.044997312,3759.760774,3759.760774,0,-0.215167417,8.45259E-05,-3.70908533,-1.415303001,-10.76161904,19.27910024,18.29438812,27.48845235,2973.070683,-114.6405199,1087.616092,2.599034048,240.3981252,0,5816.752153,5461.706658,103.8,2099.593186
,318,196.6017782,479.8347363,149.1095014,41.54580055,161.503812,38.25016334,197.229895,-5316.973076,42.99431803,286.261608,41.22431084,178.0388687,4126.98673,5.073323701,102.968655,2955.143893,60300,60300,2.927940495,101.8398374,3.046422943,-0.231236297,0.360346028,-0.827078164,0.364173345,20.40509775,0.002593489,3.515225553,-2.739288028,2.20633648,0.0091167,5.067690146,3779.174226,3779.174226,0,-0.215167417,8.45259E-05,-3.717571089,-1.408553645,-10.75342681,19.15429584,18.18376035,27.28211995,2955.143893,-114.6405199,1088.435067,2.636774229,240.3981252,0,5837.095608,5482.050113,103.8,2081.666397
,319,196.9609168,483.4932034,149.1520091,41.53770559,161.603128,38.21884981,197.3233607,-5304.668328,42.99297688,286.2786727,41.23201786,178.0521289,4146.629189,4.970966656,102.9940784,2937.217104,60300,60300,2.749027559,101.8592873,3.045149065,-0.232789153,0.361028587,-0.826642782,0.363495915,20.52963668,0.002595262,3.565265244,-2.803988605,2.205508649,0.009252799,5.090596446,3798.728582,3798.728582,0,-0.215167417,8.45259E-05,-3.726339818,-1.402079611,-10.74534495,19.02953068,18.07295709,27.07641669,2937.217104,-114.6405199,1089.237461,2.675832381,240.3981252,0,5857.562849,5502.517354,103.8,2063.739608
,320,197.314377,487.1711134,149.1947334,41.52955577,161.7028869,38.18730218,197.412577,-5292.183695,42.9916235,286.2954394,41.23977816,178.065823,4166.412233,4.868989448,103.0196017,2919.290315,60300,60300,2.570289258,101.8788836,3.043903798,-0.234341189,0.361709873,-0.826204486,0.362817203,20.65570515,0.002597523,3.615999815,-2.869027469,2.204621042,0.009392642,5.113718556,3818.425225,3818.425225,0,-0.215167417,8.45259E-05,-3.735392564,-1.395882897,-10.73737434,18.90480428,17.96198146,26.8713463,2919.290315,-114.6405199,1090.023338,2.716255899,240.3981252,0,5878.155391,5523.109896,103.8,2045.812819
,321,197.6621269,490.868595,149.2376755,41.52135062,161.8030924,38.15551788,197.4975625,-5279.515587,42.99025784,286.3118966,41.24759169,178.0799637,4186.337288,4.767389772,103.0452258,2901.363526,60300,60300,2.391726756,101.8986269,3.042687027,-0.235892398,0.362389884,-0.825763276,0.362137212,20.78333151,0.002600273,3.66741506,-2.934400085,2.203674034,0.009536279,5.137058869,3838.265565,3838.265565,0,-0.215167417,8.45259E-05,-3.744730382,-1.389965519,-10.7295159,18.78011613,17.85083651,26.66691205,2901.363526,-114.6405199,1090.792761,2.758093392,240.3981252,0,5898.874778,5543.829283,103.8,2027.88603
,322,198.004134,494.5857783,149.2808369,41.51308965,161.9037483,38.12349426,197.5783376,-5266.660316,42.98887988,286.3280324,41.25545837,178.0945641,4206.405806,4.666165305,103.0709516,2883.436737,60300,60300,2.213341229,101.9185178,3.041498638,-0.237442776,0.363068617,-0.825319155,0.361455944,20.91254482,0.002603514,3.719496926,-3.000101888,2.202667989,0.009683764,5.160619833,3858.251041,3858.251041,0,-0.215167417,8.45259E-05,-3.754354337,-1.38432951,-10.72177055,18.65546571,17.73952517,26.46311673,2883.436737,-114.6405199,1091.545792,2.80139471,240.3981252,0,5919.722583,5564.677088,103.8,2009.959241
Q22S,322.8912702,198.3040882,497.915505,149.3194911,41.50567946,161.9938428,38.09474868,197.6467992,-5255.041977,42.98764132,286.3421327,41.26251448,178.1079756,4224.414396,4.57626128,103.0939666,2867.459123,60300,60300,2.05450164,101.936371,3.040463293,-0.238823876,0.363672472,-0.824920871,0.360847676,21.02907048,0.002606821,3.766466496,-3.058933666,2.201721864,0.009818503,5.181807019,3876.187015,3876.187015,0,-0.215167417,8.45259E-05,-3.763173915,-1.379545113,-10.71496342,18.54439986,17.64017879,26.28202045,2867.459123,-114.6405199,1092.203182,2.841263112,240.3981252,0,5938.413144,5583.367649,103.8,1993.981627
,322.8912702,198.3040882,497.915505,149.3194911,41.50567946,161.9938428,38.09474868,197.6467992,-5255.041977,42.98764132,286.3421327,41.26251448,178.1079756,4224.414396,4.57626128,103.0939666,2867.459123,60300,60300,2.05450164,101.936371,3.040463293,-0.238823876,0.363672472,-0.824920871,0.360847676,21.02907048,0.002606821,3.766466496,-3.058933666,2.201721864,0.009818503,5.181807019,3876.187015,3876.187015,0,-0.053398681,5.29702E-05,-3.763173915,-1.379545113,-10.71496342,18.54439986,17.64017879,26.28202045,2867.459123,-114.6405199,1092.203182,2.841263112,240.3981252,0,5938.413144,5583.367649,103.8,1993.981627
,323,198.3403657,498.322795,149.3242188,41.50477239,162.004861,38.09122773,197.6549423,-5253.614102,42.98748961,286.3438365,41.26337781,178.109636,4226.619286,4.565318452,103.0967801,2865.509948,60300,60300,2.052698365,101.9394871,3.040371693,-0.23886569,0.363690714,-0.824908788,0.360829238,21.04337486,0.002607251,3.757962047,-3.048544402,2.201570632,0.00979795,5.184403976,3878.383139,3878.383139,0,-0.053398681,5.29702E-05,-3.764265503,-1.378976923,-10.71413922,18.53085247,17.62805031,26.25996269,2865.509948,-114.6405199,1092.282495,2.846192256,240.3981252,0,5940.700407,5585.654912,103.8,1992.032451
,324,198.6708022,502.0797776,149.3678226,41.49639833,162.1066813,38.05862207,197.7292194,-5240.373856,42.98609344,286.3595233,41.27131335,178.124993,4246.980806,4.465326031,103.122738,2847.583159,60300,60300,2.036213237,101.9682257,3.039528672,-0.239250231,0.363858436,-0.824797557,0.360659611,21.17585217,0.002611487,3.680709063,-2.953655392,2.200149301,0.009612124,5.208416211,3898.665212,3898.665212,0,-0.053398681,5.29702E-05,-3.774464596,-1.373909396,-10.70662262,18.40627712,17.51641594,26.05745348,2847.583159,-114.6405199,1093.00296,2.890650539,240.3981252,0,5961.809882,5606.764387,103.8,1974.105662
,325,198.9954626,505.8568591,149.4116498,41.48796696,162.2093889,38.02560721,197.8023884,-5226.936056,42.98469559,286.3752404,41.27924077,178.1405064,4267.49287,4.366503477,103.1488432,2829.656369,60300,60300,2.019908964,101.9971074,3.038684628,-0.239634721,0.36402608,-0.824686147,0.360489907,21.31000805,0.002616224,3.605202191,-2.859955895,2.198673228,0.009432016,5.232660161,3919.099916,3919.099916,0,-0.053398681,5.29702E-05,-3.784951283,-1.369127331,-10.69922079,18.28174404,17.40462953,25.85559676,2829.656369,-114.6405199,1093.707362,2.933571454,240.3981252,0,5983.052671,5628.007176,103.8,1956.178873
,326,199.3143735,509.6541741,149.4557016,41.47947774,162.3130038,37.99217313,197.8744528,-5213.296509,42.98329602,286.390988,41.28716033,178.156177,4288.156936,4.268847022,103.1750962,2811.72958,60300,60300,2.003786756,102.026133,3.037839541,-0.240019158,0.364193644,-0.824574558,0.360320124,21.4458746,0.002621461,3.531453504,-2.76743872,2.197142608,0.009257567,5.257137726,3939.688665,3939.688665,0,-0.053398681,5.29702E-05,-3.795725038,-1.364630904,-10.69193362,18.15725818,17.29269905,25.65440057,2811.72958,-114.6405199,1094.395893,2.975014052,240.3981252,0,6004.430468,5649.384973,103.8,1938.252084
,327,199.6275616,513.4718585,149.4999795,41.47093015,162.4175468,37.95830946,197.945416,-5199.450899,42.98189467,286.406766,41.29507226,178.172006,4308.974498,4.172352924,103.2014977,2793.802791,60300,60300,1.987847836,102.0553033,3.036993394,-0.240403543,0.364361129,-0.82446279,0.360150263,21.58348477,0.002627198,3.459475435,-2.676096697,2.195557631,0.009088726,5.281850859,3960.432908,3960.432908,0,-0.053398681,5.29702E-05,-3.806785332,-1.360420289,-10.68476103,18.03282441,17.18063236,25.45387247,2793.802791,-114.6405199,1095.068741,3.015036233,240.3981252,0,6025.945001,5670.899506,103.8,1920.325295
,328,199.9350541,517.3100502,149.544485,41.46232364,162.5230393,37.92400544,198.0152817,-5185.394787,42.98049149,286.4225746,41.30297679,178.1879942,4329.947086,4.07701747,103.2280485,2775.876002,60300,60300,1.972093446,102.0846193,3.036146166,-0.240787876,0.364528536,-0.824350843,0.359980323,21.72287233,0.002633435,3.389280722,-2.585922683,2.193918481,0.008925449,5.30680156,3981.334129,3981.334129,0,-0.053398681,5.29702E-05,-3.818131638,-1.356495658,-10.67770293,17.90844751,17.06843713,25.25401963,2775.876002,-114.6405199,1095.726094,3.053694764,240.3981252,0,6047.59803,5692.552535,103.8,1902.398506
